ENSDARG00000077720	CABZ01062422.1
ENSDARG00000074217	si:dkey-188i13.6
ENSDARG00000039243	zgc:152791
ENSDARG00000078389	si:dkey-188i13.7
ENSDARG00000092725	si:dkey-188i13.8
ENSDARG00000074754	si:dkey-188i13.9
ENSDARG00000075151	si:dkey-188i13.10
ENSDARG00000092895	si:dkey-188i13.11
ENSDARG00000034768	phf3
ENSDARG00000085778	5S_rRNA
ENSDARG00000086992	BX005106.1
ENSDARG00000089257	BX005106.1
ENSDARG00000091404	BX323836.1
ENSDARG00000091171	CU570696.1
ENSDARG00000079519	NOTCH4
ENSDARG00000088460	CR456624.1
ENSDARG00000084127	5S_rRNA
ENSDARG00000092591	si:dkeyp-4c7.1
ENSDARG00000039234	zgc:171579
ENSDARG00000091950	si:dkeyp-4c7.3
ENSDARG00000059832	bai3
ENSDARG00000086163	CR931792.1
ENSDARG00000052307	lmbrd1
ENSDARG00000096073	COL21A1
ENSDARG00000069130	col19a1
ENSDARG00000083925	5S_rRNA
ENSDARG00000076163	col19a1
ENSDARG00000031483	col9a1
ENSDARG00000059843	fam135a
ENSDARG00000082407	5S_rRNA
ENSDARG00000078741	FRMD1
ENSDARG00000083238	5S_rRNA
ENSDARG00000079055	tarbp1
ENSDARG00000092550	TARBP1 (2 of 2)
ENSDARG00000075970	BX324188.1
ENSDARG00000059850	slc35f3b
ENSDARG00000011724	marveld1
ENSDARG00000074415	KRCC1
ENSDARG00000039041	sfrp5
ENSDARG00000025089	loxl4
ENSDARG00000039082	zgc:123010
ENSDARG00000014101	pyroxd2
ENSDARG00000052994	slc25a28
ENSDARG00000069327	nkx3.3
ENSDARG00000039095	nkx2.3
ENSDARG00000039093	got1
ENSDARG00000084953	5S_rRNA
ENSDARG00000031461	golga7bb
ENSDARG00000075394	crtac1b
ENSDARG00000092229	si:dkey-78i1.2
ENSDARG00000074297	slc25a28
ENSDARG00000095265	si:dkey-78i1.3
ENSDARG00000078087	cnnm1
ENSDARG00000078163	hpse2
ENSDARG00000026170	hps1
ENSDARG00000039064	st3gal5l
ENSDARG00000002722	ankrd2
ENSDARG00000039062	morn4
ENSDARG00000092014	si:ch211-170i2.2
ENSDARG00000006350	nkx1.2la
ENSDARG00000020656	prkg1a
ENSDARG00000014103	dkk1a
ENSDARG00000052232	pcdh15a
ENSDARG00000085679	5S_rRNA
ENSDARG00000091767	5S_rRNA
ENSDARG00000076699	ipmka
ENSDARG00000079516	cisd1
ENSDARG00000077469	polr1b
ENSDARG00000075143	nanp
ENSDARG00000068934	cyp1b1
ENSDARG00000078761	RMDN2
ENSDARG00000082195	5S_rRNA
ENSDARG00000052783	cdc42ep3
ENSDARG00000052775	opn3
ENSDARG00000009160	kmo
ENSDARG00000075570	ide
ENSDARG00000032552	march5
ENSDARG00000060103	cpeb3
ENSDARG00000060089	btaf1
ENSDARG00000093304	si:dkey-221j11.3
ENSDARG00000086114	ADTRP
ENSDARG00000068849	fam83h
ENSDARG00000095276	si:dkey-221j11.1
ENSDARG00000025948	mlh1
ENSDARG00000010400	lrrfip2
ENSDARG00000068886	mrpl14
ENSDARG00000052702	capn1a
ENSDARG00000091699	capn2a
ENSDARG00000094454	cdh23
ENSDARG00000089003	5S_rRNA
ENSDARG00000007561	cdh23
ENSDARG00000068784	C13H10orf54
ENSDARG00000006729	eif3s6ip
ENSDARG00000085576	5S_rRNA
ENSDARG00000088157	SMOC2 (1 of 2)
ENSDARG00000056986	dact2
ENSDARG00000060149	ablim1a
ENSDARG00000060168	fam160b1
ENSDARG00000027887	zfyve21
ENSDARG00000083654	5S_rRNA
ENSDARG00000074376	MDGA1 (1 of 2)
ENSDARG00000085453	5S_rRNA
ENSDARG00000052833	zfand3
ENSDARG00000068983	btbd9
ENSDARG00000068978	glo1
ENSDARG00000005010	si:dkeyp-2e4.8
ENSDARG00000093656	si:dkeyp-2e4.6
ENSDARG00000095497	si:dkeyp-2e4.5
ENSDARG00000092327	si:dkeyp-2e4.3
ENSDARG00000095283	si:dkeyp-2e4.3
ENSDARG00000079263	si:dkeyp-2e4.2
ENSDARG00000016368	zbtb8os
ENSDARG00000084204	5S_rRNA
ENSDARG00000074235	CR376783.1
ENSDARG00000052856	khdrbs1a
ENSDARG00000052859	chp1
ENSDARG00000052826	runx3
ENSDARG00000093620	si:ch211-168h21.2
ENSDARG00000079524	si:ch211-168h21.3
ENSDARG00000004706	syf2
ENSDARG00000030440	C13H1orf63
ENSDARG00000033364	zgc:158387
ENSDARG00000015757	tmem50a
ENSDARG00000002194	rhd
ENSDARG00000012741	tmem57b
ENSDARG00000039750	ldlrap1b
ENSDARG00000092534	si:ch211-62a1.3
ENSDARG00000069739	fndc5a
ENSDARG00000039747	si:ch211-62a1.1
ENSDARG00000052610	olig4
ENSDARG00000052623	bsdc1
ENSDARG00000094135	si:ch211-51n3.1
ENSDARG00000039034	marcksl1a
ENSDARG00000076019	CU571066.2
ENSDARG00000052646	CU571066.1
ENSDARG00000089329	CU571066.3
ENSDARG00000090417	5S_rRNA
ENSDARG00000058115	fgfr2
ENSDARG00000080124	5S_rRNA
ENSDARG00000031651	slc29a1
ENSDARG00000032477	C13H1orf65
ENSDARG00000001637	CU695232.1
ENSDARG00000003836	tmem63ba
ENSDARG00000060005	mtrf1l
ENSDARG00000039020	fbxo5
ENSDARG00000078247	vip
ENSDARG00000075687	anapc1
ENSDARG00000090823	5S_rRNA
ENSDARG00000081214	U2
ENSDARG00000082160	AL772250.1
ENSDARG00000085947	5S_rRNA
ENSDARG00000079144	bcl2l11
ENSDARG00000020149	acoxl
ENSDARG00000026081	lhcgr
ENSDARG00000074695	mertk
ENSDARG00000052607	TMEM87B (1 of 2)
ENSDARG00000079533	TMEM87B (2 of 2)
ENSDARG00000075432	SI:DKEY-78K22.2
ENSDARG00000090743	SI:DKEY-78K22.2
ENSDARG00000092657	si:ch211-276i6.1
ENSDARG00000078555	si:dkey-279j5.1
ENSDARG00000089579	5S_rRNA
ENSDARG00000093497	si:dkey-269p2.1
ENSDARG00000088518	CR388228.1
ENSDARG00000088353	si:ch211-127b6.2
ENSDARG00000088229	CR383671.1
ENSDARG00000094822	si:ch211-127b6.1
ENSDARG00000089519	FBLN7
ENSDARG00000071168	B2M (3 of 3)
ENSDARG00000090839	CABZ01077449.1
ENSDARG00000075165	ZC3H8
ENSDARG00000071165	AL772263.1
ENSDARG00000032435	itga9
ENSDARG00000075331	golga4
ENSDARG00000074530	CR769785.1
ENSDARG00000059973	fbxo11a
ENSDARG00000011666	msh6
ENSDARG00000055574	CABZ01056728.1
ENSDARG00000090877	CABZ01058139.1
ENSDARG00000021853	ntpcr
ENSDARG00000016945	ENSDARG00000016945
ENSDARG00000084657	5S_rRNA
ENSDARG00000075052	CABZ01030262.1
ENSDARG00000088986	5S_rRNA
ENSDARG00000021895	disc1
ENSDARG00000038995	tsnax
ENSDARG00000038996	EGLN1 (2 of 2)
ENSDARG00000004702	irf2bp2a
ENSDARG00000090656	ch1073-321c8.1
ENSDARG00000088790	SNORA14
ENSDARG00000091041	SNORA14
ENSDARG00000023627	ggps1
ENSDARG00000046133	b3galnt2
ENSDARG00000008575	lyst
ENSDARG00000068710	nid1a
ENSDARG00000078448	GPR137B (1 of 2)
ENSDARG00000052396	pkz
ENSDARG00000068729	eif2ak2
ENSDARG00000026892	gpatch11
ENSDARG00000076485	MYPN
ENSDARG00000021885	CACUL1
ENSDARG00000068064	sirt1
ENSDARG00000086691	dnajc12
ENSDARG00000068738	cox5b2
ENSDARG00000059936	HERC4
ENSDARG00000059917	CCNJ
ENSDARG00000075190	CABZ01073654.1
ENSDARG00000090188	CU570781.1
ENSDARG00000042722	blnk
ENSDARG00000094656	si:ch73-198l11.2
ENSDARG00000038540	dntt
ENSDARG00000087820	5S_rRNA
ENSDARG00000087957	GPR123 (1 of 2)
ENSDARG00000090045	5S_rRNA
ENSDARG00000029805	ENSDARG00000029805
ENSDARG00000083920	5S_rRNA
ENSDARG00000005161	gpib
ENSDARG00000063666	wtip
ENSDARG00000003397	sdr42e1
ENSDARG00000039778	NEDD4 (1 of 2)
ENSDARG00000059269	PRTG (1 of 2)
ENSDARG00000044963	pygo1
ENSDARG00000007792	dyx1c1
ENSDARG00000044962	ccpg1
ENSDARG00000087977	CU611056.1
ENSDARG00000039777	SS18L2
ENSDARG00000011408	lsm14ab
ENSDARG00000088197	CU627988.1
ENSDARG00000059891	AL929217.1
ENSDARG00000086355	TTC40
ENSDARG00000091219	CABZ01078767.1
ENSDARG00000085417	5S_rRNA
ENSDARG00000021150	valopa
ENSDARG00000044075	nkx6.2
ENSDARG00000086198	CABZ01085048.1
ENSDARG00000073817	pwwp2b
ENSDARG00000088712	CABZ01072625.1
ENSDARG00000041627	sncb
ENSDARG00000086973	GPRIN1
ENSDARG00000089176	CDHR2 (2 of 2)
ENSDARG00000034877	slc30a10
ENSDARG00000037832	KLHDC3
ENSDARG00000090314	SHISA8 (1 of 2)
ENSDARG00000086714	5S_rRNA
ENSDARG00000087568	CABZ01092745.1
ENSDARG00000079971	CABZ01080134.1
ENSDARG00000025538	TMEM254
ENSDARG00000090744	CABZ01089777.1
ENSDARG00000086952	CABZ01089918.1
ENSDARG00000038131	SRF (2 of 2)
ENSDARG00000087377	LBH
ENSDARG00000074585	CABZ01079775.1
ENSDARG00000062568	MRPL2
ENSDARG00000089915	INPP5A
ENSDARG00000014277	vox
ENSDARG00000017164	vent
ENSDARG00000082649	mir202
ENSDARG00000089609	CABZ01094378.1
ENSDARG00000088231	ENSDARG00000088231
ENSDARG00000046004	capzb
ENSDARG00000086848	atad3b
ENSDARG00000090462	mrpl20
ENSDARG00000075768	sdhb
ENSDARG00000005879	zgc:112334
ENSDARG00000059367	mfap2
ENSDARG00000090150	CEP250
ENSDARG00000088201	CABZ01072699.2
ENSDARG00000086607	CABZ01072699.1
ENSDARG00000031898	NBL1
ENSDARG00000087545	fbxo42
ENSDARG00000087401	CABZ01052268.1
ENSDARG00000071558	FBLIM1
ENSDARG00000091121	PLD4 (1 of 2)
ENSDARG00000074332	SPEN (2 of 2)
ENSDARG00000009477	prkar2ab
ENSDARG00000040401	slc25a20
ENSDARG00000079475	NCKIPSD
ENSDARG00000087216	NDUFAF3
ENSDARG00000075344	TMEM43
ENSDARG00000095217	ENSDARG00000095217
ENSDARG00000035437	ENSDARG00000035437
ENSDARG00000093467	CABZ01079178.1
ENSDARG00000053207	ENSDARG00000053207
ENSDARG00000091638	CABZ01072989.1
ENSDARG00000059315	ora3
ENSDARG00000078223	ora4
ENSDARG00000078657	CU914780.1
ENSDARG00000031216	ssu72
ENSDARG00000090145	TMEM240 (2 of 2)
ENSDARG00000046002	necap2
ENSDARG00000019726	celsr2l
ENSDARG00000094388	celsr2
ENSDARG00000000853	dstyk
ENSDARG00000063661	nuak2
ENSDARG00000027391	ccnd3
ENSDARG00000001057	bysl
ENSDARG00000046006	med20
ENSDARG00000000229	usp49
ENSDARG00000046007	tmcc2
ENSDARG00000076554	cdkn1a
ENSDARG00000059360	srsf3b
ENSDARG00000018881	apobec2a
ENSDARG00000077982	elf3
ENSDARG00000006079	gpr37l1a
ENSDARG00000078686	arl8a
ENSDARG00000078301	C22H6orf89
ENSDARG00000013279	ZNF76
ENSDARG00000042147	rbbp5
ENSDARG00000091131	cry2b
ENSDARG00000020298	btg2
ENSDARG00000071555	zgc:153675
ENSDARG00000011890	cry4
ENSDARG00000030250	dennd2db
ENSDARG00000044241	dram2b
ENSDARG00000021177	cept1b
ENSDARG00000018516	stk38b
ENSDARG00000059381	KCTD20
ENSDARG00000029457	cacna1sa
ENSDARG00000044524	def6b
ENSDARG00000044525	pparda
ENSDARG00000080791	5S_rRNA
ENSDARG00000095791	si:ch73-352p18.5
ENSDARG00000088584	si:ch73-352p18.4
ENSDARG00000095870	si:ch1073-15f12.1
ENSDARG00000044526	camk1ga
ENSDARG00000059369	si:ch1073-15f12.3
ENSDARG00000060458	HRH4 (1 of 2)
ENSDARG00000009933	lmnb2
ENSDARG00000013012	rpl36
ENSDARG00000071674	lonp1
ENSDARG00000076761	ftsj
ENSDARG00000094109	CABZ01006828.1
ENSDARG00000071790	zgc:171318
ENSDARG00000086744	BX640537.1
ENSDARG00000074125	si:dkey-4c15.5
ENSDARG00000092765	BX640537.2
ENSDARG00000091896	si:dkey-4c15.4
ENSDARG00000094563	si:dkey-4c15.6
ENSDARG00000092088	zgc:162358
ENSDARG00000095617	zgc:162358
ENSDARG00000094410	si:dkey-4c15.14
ENSDARG00000092152	si:dkey-4c15.9
ENSDARG00000095449	si:dkey-4c15.17
ENSDARG00000094736	si:dkey-4c15.18
ENSDARG00000071819	si:dkey-4c15.15
ENSDARG00000074868	si:dkey-4c15.16
ENSDARG00000095667	si:dkey-4c15.19
ENSDARG00000092795	si:dkey-4c15.11
ENSDARG00000093875	zgc:174224
ENSDARG00000095350	zgc:174224
ENSDARG00000095704	si:dkey-4c15.13
ENSDARG00000077078	zgc:173726
ENSDARG00000093672	zgc:174224
ENSDARG00000071741	zgc:112977
ENSDARG00000014775	si:dkey-4c15.2
ENSDARG00000073821	zgc:113397
ENSDARG00000095397	si:ch73-92e7.1
ENSDARG00000092605	zgc:174712
ENSDARG00000092849	si:ch73-92e7.4
ENSDARG00000078159	zgc:175284
ENSDARG00000094309	si:ch73-92e7.6
ENSDARG00000077085	zgc:110821
ENSDARG00000084032	5S_rRNA
ENSDARG00000071833	si:dkey-20i20.14
ENSDARG00000039687	zgc:194221
ENSDARG00000092073	si:dkey-20i20.15
ENSDARG00000094242	si:dkey-20i20.13
ENSDARG00000022905	si:dkey-20i20.12
ENSDARG00000071725	zgc:174919
ENSDARG00000094343	si:dkey-20i20.11
ENSDARG00000095455	zgc:174224
ENSDARG00000085019	5S_rRNA
ENSDARG00000092027	si:dkey-20i20.9
ENSDARG00000092699	si:dkey-20i20.8
ENSDARG00000093562	zgc:174224
ENSDARG00000071719	si:dkey-20i20.2
ENSDARG00000092246	si:dkey-20i20.3
ENSDARG00000071714	si:dkey-20i20.5
ENSDARG00000088348	BX324210.1
ENSDARG00000094042	si:dkey-20i20.4
ENSDARG00000076222	zgc:174224
ENSDARG00000043279	aqp12
ENSDARG00000018476	pak2b
ENSDARG00000063559	pigx
ENSDARG00000059175	cep19
ENSDARG00000022413	ing5a
ENSDARG00000043288	impact
ENSDARG00000078384	guca1e
ENSDARG00000092224	si:ch1073-181h11.1
ENSDARG00000077336	si:ch1073-181h11.2
ENSDARG00000043294	GUCA1A (1 of 2)
ENSDARG00000086016	si:ch1073-181h11.4
ENSDARG00000091925	si:ch1073-181h11.5
ENSDARG00000043296	irf6
ENSDARG00000077296	EPS8L3 (1 of 2)
ENSDARG00000088554	AMPD2 (1 of 2)
ENSDARG00000084919	5S_rRNA
ENSDARG00000076732	si:ch211-103a14.1
ENSDARG00000095677	si:ch73-138e16.1
ENSDARG00000092917	si:ch73-138e16.2
ENSDARG00000093895	si:ch73-138e16.3
ENSDARG00000095269	si:ch73-138e16.4
ENSDARG00000095691	si:ch73-138e16.5
ENSDARG00000074789	ENSDARG00000074789
ENSDARG00000095591	si:ch73-138e16.7
ENSDARG00000075145	si:ch73-138e16.8
ENSDARG00000079735	BX322657.1
ENSDARG00000043302	zgc:112958
ENSDARG00000043303	zgc:113336
ENSDARG00000003102	zgc:101130
ENSDARG00000075363	si:dkeyp-53d3.6
ENSDARG00000071862	si:dkeyp-53d3.3
ENSDARG00000093204	si:dkeyp-53d3.5
ENSDARG00000095551	ZNF660 (10 of 10)
ENSDARG00000094817	si:ch211-255f4.2
ENSDARG00000095599	si:ch211-255f4.3
ENSDARG00000096471	si:ch211-255f4.4
ENSDARG00000078723	zgc:173486
ENSDARG00000093802	zgc:174222
ENSDARG00000092655	si:ch211-255f4.6
ENSDARG00000094813	si:ch211-255f4.7
ENSDARG00000092848	si:ch211-255f4.8
ENSDARG00000093530	AL954741.1
ENSDARG00000094319	si:ch211-255f4.9
ENSDARG00000091899	si:ch211-255f4.10
ENSDARG00000071800	si:ch211-255f4.11
ENSDARG00000093510	si:ch211-255f4.12
ENSDARG00000092575	si:ch211-255f4.13
ENSDARG00000094218	si:dkey-1b17.1
ENSDARG00000092128	si:dkey-1b17.2
ENSDARG00000095602	si:dkey-1b17.3
ENSDARG00000094746	si:dkey-1b17.4
ENSDARG00000093820	si:dkey-1b17.5
ENSDARG00000092874	si:dkey-1b17.6
ENSDARG00000079427	zgc:174563
ENSDARG00000079127	si:dkey-1b17.7
ENSDARG00000092497	si:dkey-1b17.8
ENSDARG00000093559	si:dkey-1b17.9
ENSDARG00000095071	si:dkey-1b17.10
ENSDARG00000093870	si:dkey-1b17.14
ENSDARG00000088903	si:dkey-1b17.11
ENSDARG00000094768	si:dkey-1b17.12
ENSDARG00000095659	si:dkey-1b17.13
ENSDARG00000095009	si:dkey-15h8.1
ENSDARG00000094106	si:dkey-15h8.2
ENSDARG00000071816	si:dkey-15h8.3
ENSDARG00000092579	si:dkey-15h8.4
ENSDARG00000092184	si:dkey-15h8.4
ENSDARG00000095372	zgc:110821
ENSDARG00000073925	si:dkey-15h8.7
ENSDARG00000093299	si:dkey-15h8.8
ENSDARG00000094013	si:dkey-15h8.9
ENSDARG00000093675	si:dkey-15h8.10
ENSDARG00000075474	si:dkey-15h8.11
ENSDARG00000094384	si:dkey-15h8.12
ENSDARG00000087886	si:dkey-15h8.13
ENSDARG00000093241	si:dkey-15h8.14
ENSDARG00000094179	si:dkey-15h8.15
ENSDARG00000094598	si:dkey-15h8.16
ENSDARG00000071716	CABZ01006835.1
ENSDARG00000094479	CABZ01006831.1
ENSDARG00000076783	zgc:173480
ENSDARG00000059015	lim2.2
ENSDARG00000086776	GPR35 (3 of 3)
ENSDARG00000074633	GPR35 (1 of 3)
ENSDARG00000091387	wu:fi13g07
ENSDARG00000053074	GIPC3
ENSDARG00000094571	arl11l
ENSDARG00000059738	ptprsa
ENSDARG00000094263	si:ch1073-365n21.1
ENSDARG00000042712	timm44
ENSDARG00000042714	ticam1
ENSDARG00000091448	uhrf1
ENSDARG00000042729	kdm4b
ENSDARG00000093928	si:ch1073-159l14.1
ENSDARG00000016744	fbn2b
ENSDARG00000087613	timm44
ENSDARG00000086136	ticam1
ENSDARG00000009946	uhrf1
ENSDARG00000088660	CABZ01075689.1
ENSDARG00000087398	CR751224.2
ENSDARG00000084076	5S_rRNA
ENSDARG00000031387	cers4a
ENSDARG00000076396	CR751224.1
ENSDARG00000058984	zgc:123349
ENSDARG00000043276	calr
ENSDARG00000092168	si:dkey-241f21.4
ENSDARG00000095589	si:ch211-239m17.2
ENSDARG00000093528	si:dkey-241f21.7
ENSDARG00000094228	si:ch211-239m17.1
ENSDARG00000092590	si:dkey-241f21.5
ENSDARG00000093265	si:dkey-241f21.6
ENSDARG00000095493	CU570881.3
ENSDARG00000078024	CU570881.1
ENSDARG00000076264	zgc:195170
ENSDARG00000094155	CU570881.2
ENSDARG00000092732	CU570881.1
ENSDARG00000095120	CU207311.1
ENSDARG00000095398	si:ch73-256j6.6
ENSDARG00000078519	si:ch73-256j6.5
ENSDARG00000093574	si:ch73-256j6.4
ENSDARG00000092336	si:ch73-256j6.7
ENSDARG00000094604	si:ch73-256j6.3
ENSDARG00000071653	si:ch73-256j6.2
ENSDARG00000092513	si:ch73-256j6.1
ENSDARG00000090673	C22H19orf44
ENSDARG00000021812	cherp
ENSDARG00000071684	rx1
ENSDARG00000074670	matk
ENSDARG00000071683	zfr2
ENSDARG00000071678	atcaya
ENSDARG00000078945	mibp
ENSDARG00000071680	loxl5a
ENSDARG00000071679	C22H19orf10 (2 of 2)
ENSDARG00000091867	si:dkey-49m19.5
ENSDARG00000071682	ATCAY (3 of 3)
ENSDARG00000094727	mibp
ENSDARG00000071676	loxl5a
ENSDARG00000071675	C22H19orf10 (1 of 2)
ENSDARG00000086457	tnfaip8
ENSDARG00000063412	CERS1
ENSDARG00000058861	ncl1
ENSDARG00000080548	mir23a-1
ENSDARG00000082920	mir27e
ENSDARG00000081769	mir24-4
ENSDARG00000074851	s1pr4
ENSDARG00000078313	MYO9B
ENSDARG00000090029	5S_rRNA
ENSDARG00000039164	CABZ01031754.1
ENSDARG00000059039	CABZ01031753.1
ENSDARG00000077493	zgc:171601
ENSDARG00000059047	CABZ01085069.1
ENSDARG00000071672	zgc:171566
ENSDARG00000058828	ccdc51
ENSDARG00000071670	tma7
ENSDARG00000015123	zgc:101000
ENSDARG00000011376	zgc:77816
ENSDARG00000077631	si:ch73-353p21.5
ENSDARG00000079328	PGBD4 (2 of 8)
ENSDARG00000043242	si:dkey-222f2.1
ENSDARG00000074111	bcdin3d
ENSDARG00000092996	si:dkey-222f2.3
ENSDARG00000092124	cox14
ENSDARG00000002365	cers5
ENSDARG00000094694	si:dkey-222f2.6
ENSDARG00000077252	si:rp71-36a1.5
ENSDARG00000076358	BX005329.1
ENSDARG00000071667	si:dkey-222f2.7
ENSDARG00000086477	BX005329.2
ENSDARG00000090694	si:dkey-222f2.10
ENSDARG00000087376	BX005329.3
ENSDARG00000095295	si:rp71-36a1.1
ENSDARG00000093686	si:rp71-36a1.2
ENSDARG00000071662	si:rp71-36a1.3
ENSDARG00000089636	BX322587.1
ENSDARG00000088644	CU468041.1
ENSDARG00000092125	si:ch73-60p2.1
ENSDARG00000093852	si:dkey-19a16.1
ENSDARG00000058794	si:dkey-19a16.2
ENSDARG00000007067	BX004840.1
ENSDARG00000093867	si:dkey-19a16.3
ENSDARG00000058791	zgc:171887
ENSDARG00000071657	si:dkey-19a16.4
ENSDARG00000071656	si:dkey-19a16.5
ENSDARG00000095814	si:dkey-19a16.10
ENSDARG00000095318	si:dkey-19a16.9
ENSDARG00000090882	si:rp71-36a1.5
ENSDARG00000095195	si:dkey-19a16.11
ENSDARG00000093862	si:ch211-274k16.2
ENSDARG00000092426	AL928685.2
ENSDARG00000076983	rnasel4
ENSDARG00000095454	AL928685.3
ENSDARG00000086291	AL928685.1
ENSDARG00000095786	si:ch211-274k16.4
ENSDARG00000095918	si:ch211-274k16.9
ENSDARG00000043196	rnasel2
ENSDARG00000095907	si:ch211-274k16.6
ENSDARG00000071651	si:dkey-19a16.13
ENSDARG00000071648	zgc:113298
ENSDARG00000095401	si:rp71-1i20.1
ENSDARG00000043198	si:rp71-1i20.2
ENSDARG00000095966	zgc:171699
ENSDARG00000081116	5S_rRNA
ENSDARG00000095940	si:dkey-19a16.12
ENSDARG00000075248	zgc:172133
ENSDARG00000095800	si:ch211-105n15.1
ENSDARG00000084469	5S_rRNA
ENSDARG00000094494	CR926879.1
ENSDARG00000071644	si:dkey-19a16.7
ENSDARG00000092582	CR352226.3
ENSDARG00000087512	CR352226.1
ENSDARG00000095952	si:ch211-209l18.3
ENSDARG00000071643	zgc:171490
ENSDARG00000095782	si:ch211-209l18.6
ENSDARG00000090475	CR352226.1
ENSDARG00000095851	si:ch211-151e11.1
ENSDARG00000090612	CT583625.2
ENSDARG00000092203	CR352226.2
ENSDARG00000090847	si:ch211-209l18.4
ENSDARG00000095872	si:ch211-209l18.5
ENSDARG00000093111	si:ch211-209l18.2
ENSDARG00000095148	CT583625.4
ENSDARG00000094770	CT583625.3
ENSDARG00000093788	CT583625.2
ENSDARG00000086621	CT583625.1
ENSDARG00000074085	si:ch1073-188e1.1
ENSDARG00000090167	CABZ01010189.1
ENSDARG00000090601	CABZ01010191.1
ENSDARG00000086547	CABZ01010194.1
ENSDARG00000090869	CABZ01010194.2
ENSDARG00000092230	CABZ01010194.3
ENSDARG00000090310	CABZ01065328.1
ENSDARG00000071553	zgc:171500
ENSDARG00000071554	si:ch73-213k20.4
ENSDARG00000058753	CU929149.1
ENSDARG00000075027	fgfr1bl
ENSDARG00000043180	gpd1b
ENSDARG00000019004	smarcd1
ENSDARG00000095258	si:ch211-157p5.2
ENSDARG00000027512	asic1b
ENSDARG00000071637	ASIC1 (2 of 2)
ENSDARG00000017314	CELA1 (1 of 8)
ENSDARG00000071636	BX511034.2
ENSDARG00000043175	CELA1 (5 of 8)
ENSDARG00000095462	CELA1 (6 of 8)
ENSDARG00000043173	CELA1 (2 of 8)
ENSDARG00000043171	CELA1 (4 of 8)
ENSDARG00000043168	CELA1 (7 of 8)
ENSDARG00000071629	BX511034.1
ENSDARG00000088966	BX511034.1
ENSDARG00000093642	si:dkey-57c15.9
ENSDARG00000089356	AL929276.2
ENSDARG00000013022	si:ch211-59h6.1
ENSDARG00000071630	AL929276.1
ENSDARG00000092890	CELA1 (3 of 8)
ENSDARG00000077058	CELA1 (8 of 8)
ENSDARG00000088609	CU571257.1
ENSDARG00000040640	si:ch73-44m9.3
ENSDARG00000094821	si:ch73-44m9.2
ENSDARG00000077115	si:ch73-44m9.1
ENSDARG00000088920	CU571257.2
ENSDARG00000079645	sc:d217
ENSDARG00000071666	CABZ01034691.1
ENSDARG00000086584	CABZ01034692.1
ENSDARG00000058659	CABZ01034698.1
ENSDARG00000087913	CABZ01034698.2
ENSDARG00000088679	CABZ01034702.1
ENSDARG00000076363	CABZ01077228.1
ENSDARG00000091230	CABZ01077223.1
ENSDARG00000089370	CABZ01077221.1
ENSDARG00000009361	CABZ01077220.1
ENSDARG00000085042	5S_rRNA
ENSDARG00000088198	CABZ01077220.1
ENSDARG00000089720	CABZ01077218.1
ENSDARG00000078791	CABZ01077217.1
ENSDARG00000079145	CABZ01077217.1
ENSDARG00000084585	5S_rRNA
ENSDARG00000074844	CABZ01061495.1
ENSDARG00000079047	CABZ01061496.1
ENSDARG00000090536	CABZ01061498.1
ENSDARG00000073667	CABZ01061508.1
ENSDARG00000093699	si:ch73-27e22.4
ENSDARG00000077263	si:ch73-27e22.3
ENSDARG00000075788	CR974475.1
ENSDARG00000092266	si:ch73-27e22.2
ENSDARG00000093345	si:ch73-27e22.7
ENSDARG00000090107	CR974475.2
ENSDARG00000093051	si:ch73-27e22.5
ENSDARG00000058759	si:ch73-27e22.1
ENSDARG00000031731	si:ch73-27e22.6
ENSDARG00000077415	CR450686.1
ENSDARG00000089692	CR450686.2
ENSDARG00000093538	si:dkey-182g1.5
ENSDARG00000055334	CR450686.1
ENSDARG00000091269	si:ch73-27e22.8
ENSDARG00000052680	si:dkey-182g1.2
ENSDARG00000055831	si:dkey-182g1.6
ENSDARG00000093787	si:dkey-182g1.8
ENSDARG00000078289	CABZ01046425.1
ENSDARG00000055841	CABZ01046427.1
ENSDARG00000079325	CABZ01046432.1
ENSDARG00000071622	CABZ01046433.1
ENSDARG00000090600	si:ch211-213a13.1
ENSDARG00000086631	rnh1
ENSDARG00000093024	si:ch211-213a13.2
ENSDARG00000074546	si:ch211-213a13.11
ENSDARG00000075476	si:ch211-213a13.7
ENSDARG00000071618	si:ch211-213a13.5
ENSDARG00000071604	si:ch211-156p11.1
ENSDARG00000068749	si:ch211-250k18.5
ENSDARG00000093964	si:ch211-250k18.6
ENSDARG00000093761	si:ch211-250k18.7
ENSDARG00000079986	si:ch211-250k18.8
ENSDARG00000093262	si:ch211-11p18.6
ENSDARG00000095616	RNH1 (8 of 8)
ENSDARG00000077068	si:ch211-11p18.1
ENSDARG00000092182	RNH1 (6 of 8)
ENSDARG00000078169	CACNA2D2 (3 of 3)
ENSDARG00000074084	strip1
ENSDARG00000091735	si:ch211-244h4.1
ENSDARG00000091621	5S_rRNA
ENSDARG00000091698	AL928817.1
ENSDARG00000088773	si:ch211-244h4.2
ENSDARG00000075460	strip1
ENSDARG00000077094	si:ch73-286h23.3
ENSDARG00000090193	si:ch73-286h23.4
ENSDARG00000093402	BX664625.3
ENSDARG00000043131	BX664625.1
ENSDARG00000089184	BX664625.2
ENSDARG00000087444	BX664625.1
ENSDARG00000087999	si:dkey-286j17.3
ENSDARG00000091174	BX649524.1
